seq,time,num_sat,rtk_mode_fix,fix_mode
0,1664902876.1213725,41,True,FIXED_RTK
0,1664902876.2070272,41,True,FIXED_RTK
0,1664902876.3199914,41,True,FIXED_RTK
0,1664902876.3255224,41,True,FIXED_RTK
0,1664902876.4164424,41,True,FIXED_RTK
0,1664902876.5606449,41,True,FIXED_RTK
0,1664902876.6029875,41,True,FIXED_RTK
0,1664902876.707979,41,True,FIXED_RTK
0,1664902876.8314855,41,True,FIXED_RTK
0,1664902876.836947,41,True,FIXED_RTK
0,1664902876.909313,41,True,FIXED_RTK
0,1664902876.959439,41,True,FIXED_RTK
0,1664902877.0080113,41,True,FIXED_RTK
0,1664902877.1102135,41,True,FIXED_RTK
0,1664902877.2028987,41,True,FIXED_RTK
0,1664902877.326893,41,True,FIXED_RTK
0,1664902877.3284755,41,True,FIXED_RTK
0,1664902877.4119413,41,True,FIXED_RTK
0,1664902877.5653012,41,True,FIXED_RTK
0,1664902877.6114333,41,True,FIXED_RTK
0,1664902877.7046723,41,True,FIXED_RTK
0,1664902877.8181682,41,True,FIXED_RTK
0,1664902877.8197584,41,True,FIXED_RTK
0,1664902877.9033837,41,True,FIXED_RTK
0,1664902877.9178183,41,True,FIXED_RTK
0,1664902878.0087612,41,True,FIXED_RTK
0,1664902878.1089554,41,True,FIXED_RTK
0,1664902878.202372,41,True,FIXED_RTK
0,1664902878.3403306,41,True,FIXED_RTK
0,1664902878.345993,41,True,FIXED_RTK
0,1664902878.411242,41,True,FIXED_RTK
0,1664902878.558302,41,True,FIXED_RTK
0,1664902878.6333697,41,True,FIXED_RTK
0,1664902878.707315,41,True,FIXED_RTK
0,1664902878.8290126,41,True,FIXED_RTK
0,1664902878.834563,41,True,FIXED_RTK
0,1664902878.91217,41,True,FIXED_RTK
0,1664902878.9602323,41,True,FIXED_RTK
0,1664902879.011736,41,True,FIXED_RTK
1,1664902966.1243968,43,True,FIXED_RTK
1,1664902966.229141,43,True,FIXED_RTK
1,1664902966.2342138,43,True,FIXED_RTK
1,1664902966.3256397,43,True,FIXED_RTK
1,1664902966.408758,43,True,FIXED_RTK
1,1664902966.5743527,43,True,FIXED_RTK
1,1664902966.6570153,43,True,FIXED_RTK
1,1664902966.7367938,43,True,FIXED_RTK
1,1664902966.7422097,43,True,FIXED_RTK
1,1664902966.8207624,43,True,FIXED_RTK
1,1664902966.914688,43,True,FIXED_RTK
1,1664902966.9770162,43,True,FIXED_RTK
1,1664902967.0740805,43,True,FIXED_RTK
1,1664902967.113646,43,True,FIXED_RTK
1,1664902967.2327473,43,True,FIXED_RTK
1,1664902967.2372823,43,True,FIXED_RTK
1,1664902967.3061233,43,True,FIXED_RTK
1,1664902967.410111,43,True,FIXED_RTK
1,1664902967.57686,43,True,FIXED_RTK
1,1664902967.6190543,43,True,FIXED_RTK
1,1664902967.736367,43,True,FIXED_RTK
1,1664902967.74258,43,True,FIXED_RTK
1,1664902967.8170598,43,True,FIXED_RTK
1,1664902967.9103506,43,True,FIXED_RTK
1,1664902968.0101078,43,True,FIXED_RTK
1,1664902968.0148418,43,True,FIXED_RTK
1,1664902968.1133635,43,True,FIXED_RTK
1,1664902968.2241871,43,True,FIXED_RTK
1,1664902968.226623,43,True,FIXED_RTK
1,1664902968.3071895,43,True,FIXED_RTK
1,1664902968.407623,43,True,FIXED_RTK
1,1664902968.5638385,43,True,FIXED_RTK
1,1664902968.6065762,43,True,FIXED_RTK
1,1664902968.732457,43,True,FIXED_RTK
1,1664902968.7374105,43,True,FIXED_RTK
1,1664902968.8217025,43,True,FIXED_RTK
1,1664902968.9109714,43,True,FIXED_RTK
1,1664902968.9881282,43,True,FIXED_RTK
1,1664902969.0972986,43,True,FIXED_RTK
1,1664902969.1079345,43,True,FIXED_RTK
2,1664903060.3043482,40,True,FIXED_RTK
2,1664903060.417351,40,True,FIXED_RTK
2,1664903060.564457,40,True,FIXED_RTK
2,1664903060.6155572,40,True,FIXED_RTK
2,1664903060.6213274,40,True,FIXED_RTK
2,1664903060.7430723,40,True,FIXED_RTK
2,1664903060.8154857,40,True,FIXED_RTK
2,1664903060.9063885,40,True,FIXED_RTK
2,1664903060.9852376,40,True,FIXED_RTK
2,1664903061.0797086,40,True,FIXED_RTK
2,1664903061.1379104,40,True,FIXED_RTK
2,1664903061.1451137,40,True,FIXED_RTK
2,1664903061.213631,40,True,FIXED_RTK
2,1664903061.3096826,40,True,FIXED_RTK
2,1664903061.4071357,40,True,FIXED_RTK
2,1664903061.5808508,40,True,FIXED_RTK
2,1664903061.6281738,40,True,FIXED_RTK
2,1664903061.6335251,40,True,FIXED_RTK
2,1664903061.72211,40,True,FIXED_RTK
2,1664903061.8115554,40,True,FIXED_RTK
2,1664903061.9052477,40,True,FIXED_RTK
2,1664903061.9823186,40,True,FIXED_RTK
2,1664903062.0328188,40,True,FIXED_RTK
2,1664903062.0526214,40,True,FIXED_RTK
2,1664903062.1116261,40,True,FIXED_RTK
2,1664903062.2107077,40,True,FIXED_RTK
2,1664903062.3160305,40,True,FIXED_RTK
2,1664903062.4071138,40,True,FIXED_RTK
2,1664903062.5731533,40,True,FIXED_RTK
2,1664903062.612154,40,True,FIXED_RTK
2,1664903062.6143758,40,True,FIXED_RTK
2,1664903062.7187886,40,True,FIXED_RTK
2,1664903062.813975,40,True,FIXED_RTK
2,1664903062.905948,40,True,FIXED_RTK
2,1664903062.9835455,40,True,FIXED_RTK
2,1664903063.0744374,40,True,FIXED_RTK
2,1664903063.124604,40,True,FIXED_RTK
2,1664903063.129538,40,True,FIXED_RTK
2,1664903063.2117267,40,True,FIXED_RTK
3,1664903110.1218526,40,True,FIXED_RTK
3,1664903110.2105672,40,True,FIXED_RTK
3,1664903110.2940822,40,True,FIXED_RTK
3,1664903110.4115505,40,True,FIXED_RTK
3,1664903110.5739634,40,True,FIXED_RTK
3,1664903110.601558,40,True,FIXED_RTK
3,1664903110.6469986,40,True,FIXED_RTK
3,1664903110.7218971,40,True,FIXED_RTK
3,1664903110.8108473,40,True,FIXED_RTK
3,1664903110.9045553,40,True,FIXED_RTK
3,1664903111.02529,40,True,FIXED_RTK
3,1664903111.026888,40,True,FIXED_RTK
3,1664903111.0629582,40,True,FIXED_RTK
3,1664903111.118304,40,True,FIXED_RTK
3,1664903111.2245266,40,True,FIXED_RTK
3,1664903111.2924426,40,True,FIXED_RTK
3,1664903111.412594,40,True,FIXED_RTK
3,1664903111.563158,40,True,FIXED_RTK
3,1664903111.6015654,40,True,FIXED_RTK
3,1664903111.6139476,40,True,FIXED_RTK
3,1664903111.7095122,40,True,FIXED_RTK
3,1664903111.8288445,40,True,FIXED_RTK
3,1664903111.9081025,40,True,FIXED_RTK
3,1664903112.0302722,40,True,FIXED_RTK
3,1664903112.0320494,40,True,FIXED_RTK
3,1664903112.0378988,40,True,FIXED_RTK
3,1664903112.1171155,40,True,FIXED_RTK
3,1664903112.2066689,40,True,FIXED_RTK
3,1664903112.3196194,40,True,FIXED_RTK
3,1664903112.4143088,40,True,FIXED_RTK
3,1664903112.5736806,40,True,FIXED_RTK
3,1664903112.6029763,40,True,FIXED_RTK
3,1664903112.6162078,40,True,FIXED_RTK
3,1664903112.707171,40,True,FIXED_RTK
3,1664903112.8074281,40,True,FIXED_RTK
3,1664903112.913331,40,True,FIXED_RTK
3,1664903113.023776,40,True,FIXED_RTK
3,1664903113.0252035,40,True,FIXED_RTK
3,1664903113.082668,40,True,FIXED_RTK
4,1664903173.5630171,40,True,FIXED_RTK
4,1664903173.648866,40,True,FIXED_RTK
4,1664903173.7050338,40,True,FIXED_RTK
4,1664903173.8115005,40,True,FIXED_RTK
4,1664903173.9464936,40,True,FIXED_RTK
4,1664903173.950928,40,True,FIXED_RTK
4,1664903174.007355,40,True,FIXED_RTK
4,1664903174.01274,40,True,FIXED_RTK
4,1664903174.1128204,40,True,FIXED_RTK
4,1664903174.2051399,40,True,FIXED_RTK
4,1664903174.3134518,40,True,FIXED_RTK
4,1664903174.4341958,40,True,FIXED_RTK
4,1664903174.439536,40,True,FIXED_RTK
4,1664903174.5723615,40,True,FIXED_RTK
4,1664903174.6152325,40,True,FIXED_RTK
4,1664903174.7097592,40,True,FIXED_RTK
4,1664903174.8141358,40,True,FIXED_RTK
4,1664903174.947684,40,True,FIXED_RTK
4,1664903174.9521298,40,True,FIXED_RTK
4,1664903174.9836137,40,True,FIXED_RTK
4,1664903175.0776756,40,True,FIXED_RTK
4,1664903175.113651,40,True,FIXED_RTK
4,1664903175.2084851,40,True,FIXED_RTK
4,1664903175.3068395,40,True,FIXED_RTK
4,1664903175.4289298,40,True,FIXED_RTK
4,1664903175.435173,40,True,FIXED_RTK
4,1664903175.5680425,40,True,FIXED_RTK
4,1664903175.646405,40,True,FIXED_RTK
4,1664903175.7099907,40,True,FIXED_RTK
4,1664903175.8087125,40,True,FIXED_RTK
4,1664903175.9457173,40,True,FIXED_RTK
4,1664903175.950305,40,True,FIXED_RTK
4,1664903175.9819264,40,True,FIXED_RTK
4,1664903176.0160573,40,True,FIXED_RTK
4,1664903176.1270967,40,True,FIXED_RTK
4,1664903176.2117717,40,True,FIXED_RTK
4,1664903176.3387916,40,True,FIXED_RTK
4,1664903176.437001,40,True,FIXED_RTK
4,1664903176.4419332,40,True,FIXED_RTK
5,1664903239.564179,40,True,FIXED_RTK
5,1664903239.649749,40,True,FIXED_RTK
5,1664903239.7218785,40,True,FIXED_RTK
5,1664903239.8372657,40,True,FIXED_RTK
5,1664903239.8422859,40,True,FIXED_RTK
5,1664903239.912582,40,True,FIXED_RTK
5,1664903239.9753406,40,True,FIXED_RTK
5,1664903240.0143075,40,True,FIXED_RTK
5,1664903240.1110222,40,True,FIXED_RTK
5,1664903240.212658,40,True,FIXED_RTK
5,1664903240.326551,40,True,FIXED_RTK
5,1664903240.328586,40,True,FIXED_RTK
5,1664903240.415861,40,True,FIXED_RTK
5,1664903240.5724652,40,True,FIXED_RTK
5,1664903240.6163163,40,True,FIXED_RTK
5,1664903240.7064683,40,True,FIXED_RTK
5,1664903240.833531,40,True,FIXED_RTK
5,1664903240.8380635,40,True,FIXED_RTK
5,1664903240.921384,40,True,FIXED_RTK
5,1664903241.027578,40,True,FIXED_RTK
5,1664903241.0843046,40,True,FIXED_RTK
5,1664903241.1128516,40,True,FIXED_RTK
