seq,lat_avg,lon_avg,period
0,38.53807138992219,-121.79483782133431,3.0
1,38.538072190156285,-121.79478487821174,3.0
2,38.53807070687317,-121.79473252663905,3.0
3,38.53807138629064,-121.794680405614,3.0
4,38.538068874310156,-121.79462665718981,3.0
5,38.53806875390134,-121.79457308674452,3.0
