seq,time,latitude,longitude,altitude,status,service
0,1664905845.8756828,38.53810730098584,-121.79489283514727,-14.263043388042618,2,1
0,1664905845.9804745,38.5381072890077,-121.79489285510853,-14.26228237413609,2,1
0,1664905846.0834854,38.53810726936469,-121.79489289015135,-14.25946751799598,2,1
0,1664905846.2315888,38.53810726118546,-121.79489293355743,-14.259794336160988,2,1
0,1664905846.2869208,38.538107251094225,-121.79489295393489,-14.25533389063969,2,1
0,1664905846.4092686,38.5381072486794,-121.7948929370561,-14.25937929134372,2,1
0,1664905846.483229,38.53810724380284,-121.79489287764018,-14.259732724045772,2,1
0,1664905846.586776,38.538107234388,-121.7948928597319,-14.260272852841643,2,1
0,1664905846.6862526,38.538107235670196,-121.79489284452652,-14.26067820269485,2,1
0,1664905846.7979085,38.53810725372591,-121.79489283003645,-14.262421460912234,2,1
0,1664905846.8753839,38.5381072630335,-121.79489281277371,-14.260344513681003,2,1
0,1664905847.0370667,38.53810728164266,-121.79489277788669,-14.262179961964472,2,1
0,1664905847.075634,38.53810730198595,-121.79489276544612,-14.262753885780574,2,1
0,1664905847.2299314,38.53810731720483,-121.79489275869304,-14.26427534227996,2,1
0,1664905847.2946148,38.538107329623,-121.79489273036111,-14.262874020338705,2,1
0,1664905847.4070544,38.53810734014166,-121.79489271279422,-14.262517714711729,2,1
0,1664905847.479136,38.5381073370942,-121.79489270905842,-14.2629548058643,2,1
0,1664905847.584933,38.538107331254345,-121.79489274825114,-14.26439557162854,2,1
0,1664905847.6760771,38.53810735148026,-121.79489276545685,-14.271885562613953,2,1
0,1664905847.7772655,38.53810732832276,-121.79489276215097,-14.270214974761394,2,1
0,1664905847.8743987,38.538107318070644,-121.79489276575887,-14.270017926579264,2,1
0,1664905847.9731026,38.53810731444192,-121.79489278036793,-14.269778775041184,2,1
0,1664905848.079333,38.538107311067684,-121.79489279022292,-14.269173554015005,2,1
0,1664905848.2293003,38.53810728938228,-121.79489281926477,-14.267078925995522,2,1
0,1664905848.2975419,38.53810726057298,-121.79489285997647,-14.2658155532282,2,1
0,1664905848.4072373,38.538107233831454,-121.79489287772311,-14.266171092408902,2,1
0,1664905848.4865654,38.5381072270939,-121.79489290661046,-14.265094911872225,2,1
0,1664905848.5854733,38.538107229790775,-121.79489294179908,-14.262419491428098,2,1
0,1664905848.6805394,38.53810726157615,-121.79489300542673,-14.262161632868722,2,1
