pos_x_center,pos_y_center,pos_x_upper,pos_y_upper,pos_x_lower,pos_y_lower,pos_seg_num
-13.299565,1.676165,-13.549950,11.896146,-13.049180,-8.543816,1.000000
-13.249554,1.671114,-13.509046,11.890080,-12.990063,-8.547852,1.000000
-13.199544,1.665978,-13.468142,11.883904,-12.930946,-8.551949,1.000000
-13.149534,1.660756,-13.427238,11.877618,-12.871829,-8.556106,1.000000
-13.099523,1.655451,-13.386335,11.871224,-12.812712,-8.560323,1.000000
-13.049513,1.650062,-13.345431,11.864722,-12.753595,-8.564598,1.000000
-12.999503,1.644591,-13.304527,11.858114,-12.694478,-8.568932,1.000000
-12.949492,1.639038,-13.263623,11.851400,-12.635361,-8.573323,1.000000
-12.899482,1.633405,-13.222720,11.844582,-12.576244,-8.577771,1.000000
-12.849472,1.627692,-13.181816,11.837659,-12.517127,-8.582275,1.000000
-12.799461,1.621900,-13.140912,11.830634,-12.458010,-8.586833,1.000000
-12.749451,1.616030,-13.100009,11.823507,-12.398893,-8.591446,1.000000
-12.699440,1.610083,-13.059105,11.816279,-12.339776,-8.596113,1.000000
-12.649430,1.604059,-13.018201,11.808951,-12.280659,-8.600833,1.000000
-12.599420,1.597959,-12.977297,11.801523,-12.221542,-8.605605,1.000000
-12.549409,1.591785,-12.936394,11.793998,-12.162425,-8.610428,1.000000
-12.499399,1.585536,-12.895490,11.786374,-12.103308,-8.615302,1.000000
-12.449389,1.579214,-12.854586,11.778655,-12.044191,-8.620226,1.000000
-12.399378,1.572820,-12.813682,11.770840,-11.985074,-8.625200,1.000000
-12.349368,1.566354,-12.772779,11.762931,-11.925957,-8.630222,1.000000
-12.299358,1.559818,-12.731875,11.754927,-11.866840,-8.635291,1.000000
-12.249347,1.553212,-12.690971,11.746831,-11.807723,-8.640408,1.000000
-12.199337,1.546536,-12.650068,11.738644,-11.748606,-8.645571,1.000000
-12.149327,1.539793,-12.609164,11.730365,-11.689489,-8.650780,1.000000
-12.099316,1.532982,-12.568260,11.721997,-11.630372,-8.656033,1.000000
-12.049306,1.526104,-12.527356,11.713539,-11.571255,-8.661330,1.000000
-11.999295,1.519161,-12.486453,11.704993,-11.512138,-8.666671,1.000000
-11.949285,1.512153,-12.445549,11.696361,-11.453021,-8.672055,1.000000
-11.899275,1.505081,-12.404645,11.687641,-11.393904,-8.677480,1.000000
-11.849264,1.497945,-12.363741,11.678837,-11.334787,-8.682947,1.000000
-11.799254,1.490747,-12.322838,11.669948,-11.275670,-8.688454,1.000000
-11.749244,1.483488,-12.281934,11.660976,-11.216553,-8.694000,1.000000
-11.699233,1.476167,-12.241030,11.651921,-11.157436,-8.699586,1.000000
-11.649223,1.468787,-12.200127,11.642784,-11.098319,-8.705210,1.000000
-11.599213,1.461348,-12.159223,11.633567,-11.039202,-8.710871,1.000000
-11.549202,1.453850,-12.118319,11.624269,-10.980085,-8.716569,1.000000
-11.499192,1.446295,-12.077415,11.614893,-10.920968,-8.722303,1.000000
-11.449181,1.438683,-12.036512,11.605439,-10.861851,-8.728073,1.000000
-11.399171,1.431016,-11.995608,11.595908,-10.802734,-8.733877,1.000000
-11.349161,1.423293,-11.954704,11.586301,-10.743617,-8.739715,1.000000
-11.299150,1.415517,-11.913800,11.576619,-10.684500,-8.745585,1.000000
-11.249140,1.407687,-11.872897,11.566862,-10.625383,-8.751488,1.000000
-11.199130,1.399804,-11.831993,11.557032,-10.566266,-8.757423,1.000000
-11.149119,1.391870,-11.791089,11.547130,-10.507149,-8.763389,1.000000
-11.099109,1.383886,-11.750186,11.537156,-10.448032,-8.769384,1.000000
-11.049099,1.375851,-11.709282,11.527111,-10.388915,-8.775410,1.000000
-10.999088,1.367767,-11.668378,11.516997,-10.329798,-8.781463,1.000000
-10.949078,1.359634,-11.627474,11.506814,-10.270681,-8.787545,1.000000
-10.899067,1.351455,-11.586571,11.496563,-10.211564,-8.793654,1.000000
-10.849057,1.343228,-11.545667,11.486246,-10.152447,-8.799789,1.000000
-10.799047,1.334956,-11.504763,11.475862,-10.093330,-8.805950,1.000000
-10.749036,1.326639,-11.463859,11.465413,-10.034213,-8.812136,1.000000
-10.699026,1.318277,-11.422956,11.454901,-9.975096,-8.818346,1.000000
-10.649016,1.309872,-11.382052,11.444325,-9.915979,-8.824580,1.000000
-10.599005,1.301425,-11.341148,11.433686,-9.856862,-8.830837,1.000000
-10.548995,1.292936,-11.300245,11.422987,-9.797745,-8.837115,1.000000
-10.498985,1.284406,-11.259341,11.412227,-9.738628,-8.843415,1.000000
-10.448974,1.275836,-11.218437,11.401407,-9.679511,-8.849736,1.000000
-10.398964,1.267226,-11.177533,11.390529,-9.620394,-8.856076,1.000000
-10.348953,1.258579,-11.136630,11.379593,-9.561277,-8.862435,1.000000
-10.298943,1.249894,-11.095726,11.368600,-9.502160,-8.868813,1.000000
-10.248933,1.241172,-11.054822,11.357552,-9.443043,-8.875208,1.000000
-10.198922,1.232414,-11.013918,11.346449,-9.383926,-8.881621,1.000000
-10.148912,1.223621,-10.973015,11.335291,-9.324809,-8.888049,1.000000
-10.098902,1.214794,-10.932111,11.324081,-9.265692,-8.894493,1.000000
-10.048891,1.205934,-10.891207,11.312818,-9.206575,-8.900951,1.000000
-9.998881,1.197041,-10.850304,11.301505,-9.147458,-8.907424,1.000000
-9.948871,1.188116,-10.809400,11.290141,-9.088341,-8.913909,1.000000
-9.898860,1.179160,-10.768496,11.278727,-9.029224,-8.920407,1.000000
-9.848850,1.170174,-10.727592,11.267266,-8.970107,-8.926917,1.000000
-9.798840,1.161159,-10.686689,11.255756,-8.910990,-8.933438,1.000000
-9.748829,1.152116,-10.645785,11.244200,-8.851873,-8.939969,1.000000
-9.698819,1.143045,-10.604881,11.232599,-8.792756,-8.946510,1.000000
-9.648808,1.133947,-10.563977,11.220952,-8.733639,-8.953059,1.000000
-9.598798,1.124823,-10.523074,11.209262,-8.674522,-8.959617,1.000000
-9.548788,1.115674,-10.482170,11.197529,-8.615405,-8.966182,1.000000
-9.498777,1.106501,-10.441266,11.185754,-8.556288,-8.972753,1.000000
-9.448767,1.097304,-10.400363,11.173938,-8.497171,-8.979330,1.000000
-9.398757,1.088085,-10.359459,11.162082,-8.438054,-8.985913,1.000000
-9.348746,1.078843,-10.318555,11.150186,-8.378937,-8.992499,1.000000
-9.298736,1.069581,-10.277651,11.138252,-8.319820,-8.999090,1.000000
-9.248726,1.060299,-10.236748,11.126281,-8.260703,-9.005683,1.000000
-9.198715,1.050998,-10.195844,11.114274,-8.201586,-9.012279,1.000000
-9.148705,1.041677,-10.154940,11.102231,-8.142469,-9.018876,1.000000
-9.098694,1.032340,-10.114036,11.090153,-8.083352,-9.025473,1.000000
-9.048684,1.022985,-10.073133,11.078041,-8.024235,-9.032071,1.000000
-8.998674,1.013615,-10.032229,11.065897,-7.965118,-9.038668,1.000000
-8.948663,1.004229,-9.991325,11.053721,-7.906001,-9.045263,1.000000
-8.898653,0.994829,-9.950422,11.041514,-7.846884,-9.051856,1.000000
-8.848643,0.985415,-9.909518,11.029277,-7.787767,-9.058446,1.000000
-8.798632,0.975989,-9.868614,11.017011,-7.728650,-9.065033,1.000000
-8.748622,0.966551,-9.827710,11.004717,-7.669533,-9.071615,1.000000
-8.698612,0.957102,-9.786807,10.992396,-7.610416,-9.078191,1.000000
-8.648601,0.947643,-9.745903,10.980048,-7.551299,-9.084762,1.000000
-8.598591,0.938174,-9.704999,10.967675,-7.492182,-9.091327,1.000000
-8.548580,0.928697,-9.664095,10.955277,-7.433065,-9.097883,1.000000
-8.498570,0.919212,-9.623192,10.942856,-7.373948,-9.104432,1.000000
-8.448560,0.909720,-9.582288,10.930413,-7.314831,-9.110972,1.000000
-8.398549,0.900222,-9.541384,10.917947,-7.255714,-9.117502,1.000000
-8.348539,0.890719,-9.500481,10.905461,-7.196597,-9.124022,1.000000
-8.298529,0.881212,-9.459577,10.892955,-7.137480,-9.130531,1.000000
-8.248518,0.871701,-9.418673,10.880430,-7.078363,-9.137028,1.000000
-8.198508,0.862187,-9.377769,10.867887,-7.019246,-9.143513,1.000000
-8.148498,0.852672,-9.336866,10.855327,-6.960129,-9.149984,1.000000
-8.098487,0.843155,-9.295962,10.842751,-6.901012,-9.156441,1.000000
-8.048477,0.833638,-9.255058,10.830160,-6.841896,-9.162884,1.000000
-7.998467,0.824122,-9.214155,10.817554,-6.782779,-9.169311,1.000000
-7.948456,0.814607,-9.173251,10.804935,-6.723662,-9.175722,1.000000
-7.898446,0.805094,-9.132347,10.792303,-6.664545,-9.182115,1.000000
-7.848435,0.795584,-9.091443,10.779660,-6.605428,-9.188492,1.000000
-7.798425,0.786079,-9.050540,10.767007,-6.546311,-9.194849,1.000000
-7.748415,0.776578,-9.009636,10.754343,-6.487194,-9.201188,1.000000
-7.698404,0.767082,-8.968732,10.741671,-6.428077,-9.207507,1.000000
-7.648394,0.757593,-8.927828,10.728991,-6.368960,-9.213805,1.000000
-7.598384,0.748111,-8.886925,10.716304,-6.309843,-9.220082,1.000000
-7.548373,0.738637,-8.846021,10.703611,-6.250726,-9.226336,1.000000
-7.498363,0.729173,-8.805117,10.690913,-6.191609,-9.232568,1.000000
-7.448353,0.719717,-8.764214,10.678211,-6.132492,-9.238776,1.000000
-7.398342,0.710273,-8.723310,10.665505,-6.073375,-9.244960,1.000000
-7.348332,0.700839,-8.682406,10.652798,-6.014258,-9.251119,1.000000
-7.298321,0.691418,-8.641502,10.640088,-5.955141,-9.257252,1.000000
-7.248311,0.682010,-8.600599,10.627379,-5.896024,-9.263359,1.000000
-7.198301,0.672616,-8.559695,10.614670,-5.836907,-9.269438,1.000000
-7.148290,0.663236,-8.518791,10.601962,-5.777790,-9.275489,1.000000
-7.098280,0.653872,-8.477887,10.589256,-5.718673,-9.281512,1.000000
-7.048270,0.644524,-8.436984,10.576554,-5.659556,-9.287505,1.000000
-6.998259,0.635194,-8.396080,10.563856,-5.600439,-9.293468,1.000000
-6.948249,0.625881,-8.355176,10.551163,-5.541322,-9.299400,1.000000
-6.898239,0.616587,-8.314273,10.538475,-5.482205,-9.305301,1.000000
-6.848228,0.607313,-8.273369,10.525795,-5.423088,-9.311169,1.000000
-6.798218,0.598060,-8.232465,10.513123,-5.363971,-9.317004,1.000000
-6.748207,0.588827,-8.191561,10.500459,-5.304854,-9.322805,1.000000
-6.698197,0.579617,-8.150658,10.487805,-5.245737,-9.328571,1.000000
-6.648187,0.570430,-8.109754,10.475162,-5.186620,-9.334302,1.000000
-6.598176,0.561266,-8.068850,10.462530,-5.127503,-9.339997,1.000000
-6.548166,0.552128,-8.027946,10.449911,-5.068386,-9.345655,1.000000
-6.498156,0.543014,-7.987043,10.437305,-5.009269,-9.351276,1.000000
-6.448145,0.533927,-7.946139,10.424713,-4.950152,-9.356858,1.000000
-6.398135,0.524867,-7.905235,10.412136,-4.891035,-9.362402,1.000000
-6.348125,0.515835,-7.864332,10.399576,-4.831918,-9.367905,1.000000
-6.298114,0.506832,-7.823428,10.387032,-4.772801,-9.373368,1.000000
-6.248104,0.497858,-7.782524,10.374507,-4.713684,-9.378790,1.000000
-6.198093,0.488915,-7.741620,10.362001,-4.654567,-9.384170,1.000000
-6.148083,0.480003,-7.700717,10.349514,-4.595450,-9.389507,1.000000
-6.098073,0.471123,-7.659813,10.337048,-4.536333,-9.394801,1.000000
-6.048062,0.462277,-7.618909,10.324604,-4.477216,-9.400051,1.000000
-5.998052,0.453463,-7.578005,10.312182,-4.418099,-9.405255,1.000000
-5.948042,0.444685,-7.537102,10.299784,-4.358982,-9.410415,1.000000
-5.898031,0.435942,-7.496198,10.287410,-4.299865,-9.415527,1.000000
-5.848021,0.427235,-7.455294,10.275062,-4.240748,-9.420593,1.000000
-5.798011,0.418565,-7.414391,10.262740,-4.181631,-9.425611,1.000000
-5.748000,0.409933,-7.373487,10.250445,-4.122514,-9.430580,1.000000
-5.697990,0.401339,-7.332583,10.238178,-4.063397,-9.435500,1.000000
-5.647980,0.392786,-7.291679,10.225941,-4.004280,-9.440370,1.000000
-5.597969,0.384272,-7.250776,10.213733,-3.945163,-9.445189,1.000000
-5.547959,0.375800,-7.209872,10.201556,-3.886046,-9.449956,1.000000
-5.497948,0.367370,-7.168968,10.189411,-3.826929,-9.454671,1.000000
-5.447938,0.358983,-7.128064,10.177299,-3.767812,-9.459334,1.000000
-5.397928,0.350639,-7.087161,10.165220,-3.708695,-9.463942,1.000000
-5.347917,0.342340,-7.046257,10.153176,-3.649578,-9.468496,1.000000
-5.297907,0.334086,-7.005353,10.141168,-3.590461,-9.472995,1.000000
-5.247897,0.325879,-6.964450,10.129195,-3.531344,-9.477438,1.000000
-5.197886,0.317718,-6.923546,10.117261,-3.472227,-9.481824,1.000000
-5.147876,0.309606,-6.882642,10.105364,-3.413110,-9.486153,1.000000
-5.097866,0.301542,-6.841738,10.093507,-3.353993,-9.490424,1.000000
-5.047855,0.293527,-6.800835,10.081690,-3.294876,-9.494636,1.000000
-4.997845,0.285563,-6.759931,10.069914,-3.235759,-9.498788,1.000000
-4.947834,0.277650,-6.719027,10.058179,-3.176642,-9.502880,1.000000
-4.897824,0.269789,-6.678123,10.046488,-3.117525,-9.506911,1.000000
-4.847814,0.261981,-6.637220,10.034841,-3.058408,-9.510880,1.000000
-4.797803,0.254226,-6.596316,10.023238,-2.999291,-9.514786,1.000000
-4.747793,0.246526,-6.555412,10.011681,-2.940174,-9.518629,1.000000
-4.697783,0.238881,-6.514509,10.000170,-2.881057,-9.522408,1.000000
-4.647772,0.231292,-6.473605,9.988707,-2.821940,-9.526123,1.000000
-4.597762,0.223761,-6.432701,9.977293,-2.762823,-9.529771,1.000000
-4.547752,0.216287,-6.391797,9.965927,-2.703706,-9.533354,1.000000
-4.497741,0.208871,-6.350894,9.954612,-2.644589,-9.536870,1.000000
-4.447731,0.201516,-6.309990,9.943349,-2.585472,-9.540318,1.000000
-4.397720,0.194220,-6.269086,9.932137,-2.526355,-9.543697,1.000000
-4.347710,0.186985,-6.228182,9.920978,-2.467238,-9.547007,1.000000
-4.297700,0.179813,-6.187279,9.909874,-2.408121,-9.550248,1.000000
-4.247689,0.172703,-6.146375,9.898824,-2.349004,-9.553418,1.000000
-4.197679,0.165657,-6.105471,9.887830,-2.289887,-9.556516,1.000000
-4.147669,0.158675,-6.064568,9.876892,-2.230770,-9.559542,1.000000
-4.097658,0.151759,-6.023664,9.866013,-2.171653,-9.562496,1.000000
-4.047648,0.144908,-5.982760,9.855192,-2.112536,-9.565375,1.000000
-3.997638,0.138125,-5.941856,9.844430,-2.053419,-9.568181,1.000000
-3.947627,0.131409,-5.900953,9.833729,-1.994302,-9.570911,1.000000
-3.897617,0.124762,-5.860049,9.823089,-1.935185,-9.573566,1.000000
-3.847607,0.118184,-5.819145,9.812511,-1.876068,-9.576144,1.000000
-3.797596,0.111676,-5.778241,9.801997,-1.816951,-9.578645,1.000000
-3.747586,0.105239,-5.737338,9.791547,-1.757834,-9.581068,1.000000
-3.697575,0.098875,-5.696434,9.781161,-1.698717,-9.583412,1.000000
-3.647565,0.092583,-5.655530,9.770842,-1.639600,-9.585677,1.000000
-3.597555,0.086364,-5.614627,9.760590,-1.580483,-9.587861,1.000000
-3.547544,0.080220,-5.573723,9.750405,-1.521366,-9.589964,1.000000
-3.497534,0.074151,-5.532819,9.740289,-1.462249,-9.591986,1.000000
-3.447524,0.068159,-5.491915,9.730243,-1.403132,-9.593926,1.000000
-3.397513,0.062243,-5.451012,9.720267,-1.344015,-9.595782,1.000000
-3.347503,0.056404,-5.410108,9.710363,-1.284898,-9.597554,1.000000
-3.297493,0.050644,-5.369204,9.700531,-1.225781,-9.599242,1.000000
-3.247482,0.044964,-5.328300,9.690772,-1.166664,-9.600844,1.000000
-3.197472,0.039364,-5.287397,9.681088,-1.107547,-9.602360,1.000000
-3.147461,0.033844,-5.246493,9.671479,-1.048430,-9.603790,1.000000
-3.097451,0.028407,-5.205589,9.661946,-0.989313,-9.605132,1.000000
-3.047441,0.023052,-5.164686,9.652490,-0.930196,-9.606385,1.000000
-2.997430,0.017781,-5.123782,9.643112,-0.871079,-9.607550,1.000000
-2.947420,0.012594,-5.082878,9.633813,-0.811962,-9.608625,1.000000
-2.897410,0.007492,-5.041974,9.624593,-0.752845,-9.609609,1.000000
-2.847399,0.002476,-5.001071,9.615454,-0.693728,-9.610502,1.000000
-2.797389,-0.002453,-4.960167,9.606397,-0.634611,-9.611303,1.000000
-2.747379,-0.007294,-4.919263,9.597423,-0.575494,-9.612011,1.000000
-2.697368,-0.012047,-4.878359,9.588532,-0.516377,-9.612626,1.000000
-2.647358,-0.016711,-4.837456,9.579725,-0.457260,-9.613147,1.000000
-2.597347,-0.021284,-4.796552,9.571004,-0.398143,-9.613573,1.000000
-2.547337,-0.025767,-4.755648,9.562369,-0.339026,-9.613903,1.000000
-2.497327,-0.030158,-4.714745,9.553821,-0.279909,-9.614136,1.000000
-2.447316,-0.034456,-4.673841,9.545361,-0.220792,-9.614273,1.000000
-2.397306,-0.038661,-4.632937,9.536990,-0.161675,-9.614312,1.000000
-2.347296,-0.042771,-4.592033,9.528709,-0.102558,-9.614252,1.000000
-2.297285,-0.046787,-4.551130,9.520519,-0.043441,-9.614093,1.000000
-2.247275,-0.050706,-4.510226,9.512421,0.015676,-9.613833,1.000000
-2.197265,-0.054529,-4.469322,9.504416,0.074793,-9.613473,1.000000
-2.147254,-0.058254,-4.428418,9.496504,0.133910,-9.613012,1.000000
-2.097244,-0.061881,-4.387515,9.488686,0.193027,-9.612448,1.000000
-2.047233,-0.065408,-4.346611,9.480964,0.252144,-9.611781,1.000000
-1.997223,-0.068836,-4.305707,9.473339,0.311261,-9.611010,1.000000
-1.947213,-0.072162,-4.264804,9.465811,0.370378,-9.610135,1.000000
-1.897202,-0.075387,-4.223900,9.458381,0.429495,-9.609155,1.000000
-1.847192,-0.078509,-4.182996,9.451050,0.488612,-9.608068,1.000000
-1.797182,-0.081528,-4.142092,9.443819,0.547729,-9.606875,1.000000
-1.747171,-0.084443,-4.101189,9.436689,0.606846,-9.605575,1.000000
-1.697161,-0.087252,-4.060285,9.429662,0.665963,-9.604166,1.000000
-1.647151,-0.089956,-4.019381,9.422737,0.725080,-9.602649,1.000000
-1.597140,-0.092553,-3.978477,9.415915,0.784197,-9.601022,1.000000
-1.547130,-0.095043,-3.937574,9.409199,0.843314,-9.599284,1.000000
-1.497120,-0.097424,-3.896670,9.402588,0.902431,-9.597436,1.000000
-1.447109,-0.099696,-3.855766,9.396084,0.961548,-9.595475,1.000000
-1.397099,-0.101858,-3.814863,9.389687,1.020665,-9.593402,1.000000
-1.347088,-0.103909,-3.773959,9.383398,1.079782,-9.591216,1.000000
-1.297078,-0.105848,-3.733055,9.377219,1.138899,-9.588915,1.000000
-1.247068,-0.107675,-3.692151,9.371150,1.198016,-9.586500,1.000000
-1.197057,-0.109389,-3.651248,9.365192,1.257133,-9.583970,1.000000
-1.147047,-0.110988,-3.610344,9.359347,1.316250,-9.581323,1.000000
-1.097037,-0.112472,-3.569440,9.353614,1.375367,-9.578559,1.000000
-1.047026,-0.113841,-3.528537,9.347995,1.434484,-9.575677,1.000000
-0.997016,-0.115093,-3.487633,9.342491,1.493601,-9.572677,1.000000
-0.947006,-0.116227,-3.446729,9.337103,1.552718,-9.569558,1.000000
-0.896995,-0.117244,-3.405825,9.331831,1.611835,-9.566319,1.000000
-0.846985,-0.118141,-3.364922,9.326678,1.670952,-9.562959,1.000000
-0.796974,-0.118918,-3.324018,9.321642,1.730069,-9.559477,1.000000
-0.746964,-0.119574,-3.283114,9.316726,1.789186,-9.555874,1.000000
-0.696954,-0.120108,-3.242210,9.311931,1.848303,-9.552148,1.000000
-0.646943,-0.120521,-3.201307,9.307256,1.907420,-9.548298,1.000000
-0.596933,-0.120810,-3.160403,9.302704,1.966537,-9.544323,1.000000
-0.546923,-0.120974,-3.119499,9.298276,2.025654,-9.540224,1.000000
-0.496912,-0.121014,-3.078596,9.293971,2.084771,-9.535999,1.000000
-0.446902,-0.120928,-3.037692,9.289791,2.143888,-9.531647,1.000000
-0.396892,-0.120716,-2.996788,9.285737,2.203005,-9.527168,1.000000
-0.346881,-0.120376,-2.955884,9.281810,2.262122,-9.522561,1.000000
-0.296871,-0.119907,-2.914981,9.278011,2.321239,-9.517826,1.000000
-0.246860,-0.119310,-2.874077,9.274340,2.380356,-9.512960,1.000000
-0.196850,-0.118583,-2.833173,9.270799,2.439473,-9.507965,1.000000
-0.146840,-0.117725,-2.792269,9.267388,2.498590,-9.502838,1.000000
-0.096829,-0.116735,-2.751366,9.264109,2.557707,-9.497580,1.000000
-0.046819,-0.115614,-2.710462,9.260963,2.616824,-9.492190,1.000000
0.003191,-0.114358,-2.669558,9.257949,2.675941,-9.486666,1.000000
0.053202,-0.112969,-2.628655,9.255070,2.735058,-9.481008,1.000000
0.103212,-0.111445,-2.587751,9.252326,2.794175,-9.475216,1.000000
0.153222,-0.109785,-2.546847,9.249718,2.853292,-9.469288,1.000000
0.203233,-0.107989,-2.505943,9.247247,2.912409,-9.463225,1.000000
0.253243,-0.106055,-2.465040,9.244914,2.971526,-9.457024,1.000000
0.303253,-0.103983,-2.424136,9.242720,3.030643,-9.450686,1.000000
0.353264,-0.101772,-2.383232,9.240665,3.089760,-9.444209,1.000000
0.403274,-0.099421,-2.342328,9.238751,3.148877,-9.437594,1.000000
0.453285,-0.096930,-2.301425,9.236979,3.207994,-9.430838,1.000000
0.503295,-0.094297,-2.260521,9.235349,3.267111,-9.423942,1.000000
0.553305,-0.091521,-2.219617,9.233863,3.326228,-9.416905,1.000000
0.603316,-0.088603,-2.178714,9.232521,3.385345,-9.409726,1.000000
0.653326,-0.085540,-2.137810,9.231324,3.444462,-9.402404,1.000000
0.703336,-0.082332,-2.096906,9.230274,3.503579,-9.394939,1.000000
0.753347,-0.078979,-2.056002,9.229370,3.562696,-9.387329,1.000000
0.803357,-0.075480,-2.015099,9.228615,3.621813,-9.379575,1.000000
0.853367,-0.071833,-1.974195,9.228009,3.680930,-9.371674,1.000000
0.903378,-0.068038,-1.933291,9.227552,3.740047,-9.363628,1.000000
0.953388,-0.064094,-1.892387,9.227247,3.799164,-9.355434,1.000000
1.003399,-0.060000,-1.851484,9.227093,3.858281,-9.347092,1.000000
1.053409,-0.055755,-1.810580,9.227092,3.917398,-9.338602,1.000000
1.103419,-0.051359,-1.769676,9.227244,3.976515,-9.329962,1.000000
1.153430,-0.046811,-1.728773,9.227551,4.035632,-9.321173,1.000000
1.203440,-0.042109,-1.687869,9.228013,4.094749,-9.312232,1.000000
1.253450,-0.037254,-1.646965,9.228632,4.153866,-9.303140,1.000000
1.303461,-0.032244,-1.606061,9.229408,4.212983,-9.293896,1.000000
1.353471,-0.027078,-1.565158,9.230342,4.272100,-9.284498,1.000000
1.403481,-0.021756,-1.524254,9.231436,4.331217,-9.274947,1.000000
1.453492,-0.016276,-1.483350,9.232689,4.390334,-9.265242,1.000000
1.503502,-0.010639,-1.442446,9.234103,4.449451,-9.255381,1.000000
1.553513,-0.004842,-1.401543,9.235679,4.508568,-9.245364,1.000000
1.603523,0.001114,-1.360639,9.237418,4.567685,-9.235190,1.000000
1.653533,0.007231,-1.319735,9.239321,4.626802,-9.224859,1.000000
1.703544,0.013509,-1.278832,9.241389,4.685919,-9.214370,1.000000
1.753554,0.019950,-1.237928,9.243622,4.745036,-9.203722,1.000000
1.803564,0.026554,-1.197024,9.246021,4.804153,-9.192914,1.000000
1.853575,0.033321,-1.156120,9.248588,4.863270,-9.181946,1.000000
1.903585,0.040253,-1.115217,9.251323,4.922387,-9.170816,1.000000
1.953595,0.047351,-1.074313,9.254228,4.981504,-9.159525,1.000000
2.003606,0.054615,-1.033409,9.257302,5.040621,-9.148072,1.000000
2.053616,0.062047,-0.992505,9.260548,5.099738,-9.136454,1.000000
2.103627,0.069646,-0.951602,9.263966,5.158855,-9.124673,1.000000
2.153637,0.077415,-0.910698,9.267557,5.217972,-9.112727,1.000000
2.203647,0.085353,-0.869794,9.271322,5.277089,-9.100616,1.000000
2.253658,0.093462,-0.828891,9.275261,5.336206,-9.088338,1.000000
2.303668,0.101742,-0.787987,9.279376,5.395323,-9.075893,1.000000
2.353678,0.110194,-0.747083,9.283668,5.454440,-9.063281,1.000000
2.403689,0.118819,-0.706179,9.288138,5.513557,-9.050500,1.000000
