seq,time,latitude,longitude,altitude,status,service
2,1664906814.6091733,38.53946258604162,-121.79472362397371,-14.306679932786423,2,1
2,1664906814.6819036,38.53946254999077,-121.79472359683699,-14.304561300103625,2,1
2,1664906814.7734845,38.53946252795416,-121.79472359374277,-14.305599082981429,2,1
2,1664906814.8782456,38.53946251610802,-121.79472361214114,-14.307849669384122,2,1
2,1664906814.9852452,38.53946249621792,-121.79472363651948,-14.305971186972615,2,1
3,1664906826.1254232,38.53946319073737,-121.79467220569569,-14.266284097784247,2,1
3,1664906826.2334452,38.53946324728588,-121.79467221451966,-14.264645101731263,2,1
3,1664906826.2788165,38.53946329193924,-121.79467223566806,-14.261733752196786,2,1
3,1664906826.4035323,38.53946331001674,-121.79467223473608,-14.263528900785792,2,1
3,1664906826.4829214,38.539463300556996,-121.7946722308582,-14.262024550310018,2,1
3,1664906826.608465,38.5394632986171,-121.79467223911462,-14.262099764438409,2,1
3,1664906826.6738648,38.53946330771491,-121.79467224004456,-14.262644406648775,2,1
3,1664906826.777531,38.53946335173681,-121.79467225861504,-14.263433643015842,2,1
3,1664906826.8817098,38.53946337959042,-121.79467224601362,-14.262948243378691,2,1
3,1664906826.9812322,38.53946340087452,-121.79467221251444,-14.262893748224766,2,1
3,1664906827.150966,38.53946341413422,-121.79467219149235,-14.2630391977664,2,1
3,1664906827.2275558,38.53946341604926,-121.79467218155436,-14.26325225597162,2,1
3,1664906827.2754784,38.53946340863261,-121.79467219404171,-14.264609858059663,2,1
3,1664906827.3850894,38.53946339198367,-121.7946722155473,-14.263689686580541,2,1
3,1664906827.4889457,38.53946335015598,-121.79467221249908,-14.264796298933502,2,1
3,1664906827.595639,38.53946331642521,-121.79467220472982,-14.26748584016374,2,1
3,1664906827.674112,38.53946332405217,-121.79467217629146,-14.261164502980145,2,1
3,1664906827.7750664,38.539463324267835,-121.79467219171468,-14.260098689602057,2,1
3,1664906827.887795,38.53946332077086,-121.7946722165995,-14.259341663058379,2,1
3,1664906827.9872117,38.53946332385534,-121.79467221559291,-14.258463939751087,2,1
3,1664906828.1005206,38.539463325582396,-121.79467218681948,-14.262087511934272,2,1
3,1664906828.2313256,38.53946332492608,-121.79467218667243,-14.259200333867685,2,1
3,1664906828.2794607,38.539463344925444,-121.79467219827313,-14.259646260629326,2,1
3,1664906828.3897243,38.539463374634074,-121.7946721830998,-14.259123050560557,2,1
3,1664906828.4887254,38.539463411447535,-121.7946721620195,-14.257578568243268,2,1
3,1664906828.611665,38.539463429476115,-121.79467215268025,-14.258427692634394,2,1
3,1664906828.6735692,38.539463452056175,-121.79467213064045,-14.256008688184501,2,1
3,1664906828.7742178,38.53946345528998,-121.79467213048143,-14.257571962343393,2,1
3,1664906828.878028,38.53946343781538,-121.79467212902593,-14.257458728572054,2,1
3,1664906828.9881828,38.53946343772152,-121.79467213741376,-14.25696561604907,2,1
4,1664906841.1603284,38.53946166139117,-121.79461845360119,-14.231495341654696,2,1
4,1664906841.250551,38.53946165580997,-121.79461845339712,-14.231908601008424,2,1
4,1664906841.3312309,38.539461654386585,-121.79461844134336,-14.231064797265777,2,1
4,1664906841.3985112,38.53946165214144,-121.79461841970152,-14.231747302661566,2,1
4,1664906841.4860847,38.53946168346893,-121.79461840461927,-14.232208047897869,2,1
4,1664906841.6062279,38.53946172127,-121.79461841344056,-14.230397933019532,2,1
4,1664906841.6746368,38.53946175426419,-121.7946184448041,-14.229341132584688,2,1
4,1664906841.785547,38.539461780601414,-121.79461847290919,-14.243541722087496,2,1
4,1664906841.875059,38.53946180745609,-121.79461847712473,-14.238748219005673,2,1
4,1664906841.9787505,38.539461839202865,-121.79461850102858,-14.241406496453427,2,1
4,1664906842.1224375,38.53946184195138,-121.79461851135981,-14.24252046465791,2,1
4,1664906842.2336292,38.5394618345155,-121.79461852330519,-14.242658825536525,2,1
4,1664906842.27314,38.53946180356525,-121.79461851621105,-14.242536776707649,2,1
4,1664906842.3730235,38.539461779011106,-121.79461851434185,-14.24571384528579,2,1
4,1664906842.4765112,38.53946177349659,-121.7946185088747,-14.245349311439035,2,1
4,1664906842.610718,38.53946175407388,-121.79461849199649,-14.243929937973792,2,1
4,1664906842.6739635,38.5394617433649,-121.79461843537486,-14.236876223376328,2,1
4,1664906842.7734256,38.53946174952737,-121.79461842471066,-14.236252861124997,2,1
4,1664906842.8735273,38.5394617486948,-121.79461842354742,-14.237552579573114,2,1
4,1664906842.9822416,38.53946175695204,-121.79461844747631,-14.23601476953004,2,1
4,1664906843.1914773,38.53946176163972,-121.7946184612189,-14.236116492517727,2,1
4,1664906843.2774372,38.5394617472846,-121.79461846106322,-14.236568122821486,2,1
4,1664906843.2904928,38.53946173669112,-121.79461848232997,-14.236624944537837,2,1
4,1664906843.3775363,38.5394617355663,-121.79461848223147,-14.237824029648912,2,1
4,1664906843.4860559,38.53946172184618,-121.79461846054747,-14.237759685084685,2,1
4,1664906843.6068158,38.5394617096319,-121.79461844759463,-14.237943451148434,2,1
4,1664906843.7075853,38.539461692226006,-121.79461847150664,-14.246533650929406,2,1
4,1664906843.7727838,38.53946170188404,-121.79461848140346,-14.249021775030453,2,1
4,1664906843.8690114,38.539461681043655,-121.79461845581343,-14.2495350239465,2,1
4,1664906843.9818082,38.53946167296847,-121.79461842062169,-14.251098529891097,2,1
5,1664906859.0026038,38.53946129461263,-121.79456810713437,-14.253099787220986,2,1
5,1664906859.1539264,38.539461282364414,-121.7945681091571,-14.255402753795149,2,1
5,1664906859.242333,38.539461267345594,-121.79456812114815,-14.257070375853951,2,1
5,1664906859.2885466,38.5394612577663,-121.79456811816486,-14.256859741402955,2,1
5,1664906859.3779583,38.53946127123073,-121.79456812632739,-14.255995967657407,2,1
5,1664906859.5108924,38.53946130846488,-121.79456810436645,-14.256076137645497,2,1
5,1664906859.5788767,38.53946131942347,-121.79456809137587,-14.255428973027009,2,1
5,1664906859.6859128,38.53946130974865,-121.79456802343815,-14.256626276415234,2,1
5,1664906859.7926364,38.5394613210666,-121.7945680181295,-14.256405382399256,2,1
5,1664906859.882538,38.53946132556236,-121.79456798438038,-14.256850438807449,2,1
5,1664906860.0009117,38.53946133643497,-121.79456795794427,-14.256427614420481,2,1
5,1664906860.0860858,38.53946134759769,-121.79456796099525,-14.254614606003662,2,1
5,1664906860.2334569,38.539461374566976,-121.7945679310721,-14.25482246685271,2,1
5,1664906860.274174,38.539461399887635,-121.79456793309225,-14.253613317401824,2,1
5,1664906860.3825865,38.53946141936353,-121.7945679374348,-14.25533529418474,2,1
5,1664906860.5001252,38.53946140893745,-121.79456794016471,-14.253532985480309,2,1
5,1664906860.5781808,38.539461394210235,-121.79456793075772,-14.253582444082399,2,1
5,1664906860.6774757,38.539461373303716,-121.7945679113123,-14.255610215313528,2,1
5,1664906860.7842982,38.53946136316714,-121.79456791457804,-14.254872678365713,2,1
5,1664906860.8850567,38.53946134202526,-121.79456790389447,-14.256679500130064,2,1
5,1664906860.9989703,38.539461346117186,-121.79456789548891,-14.256861165980084,2,1
5,1664906861.1527984,38.539461369404535,-121.79456788616123,-14.256032034776174,2,1
5,1664906861.2398984,38.53946138237956,-121.79456789417351,-14.254381233597762,2,1
5,1664906861.2878208,38.539461387664346,-121.79456790257376,-14.253945112840821,2,1
5,1664906861.379582,38.539461380597025,-121.79456789958297,-14.254160013999092,2,1
5,1664906861.4997683,38.539461386314045,-121.79456791475758,-14.254089364395373,2,1
5,1664906861.5796087,38.53946138124156,-121.79456792404164,-14.255363335130387,2,1
5,1664906861.6786966,38.53946137121085,-121.79456791318896,-14.257477340832967,2,1
5,1664906861.7829113,38.53946137353685,-121.79456789635142,-14.257323041971603,2,1
5,1664906861.897857,38.53946138095623,-121.7945679042446,-14.258414128063524,2,1
