seq,time,latitude,longitude,altitude,status,service
0,1664908993.6585462,38.53809931724269,-121.79401779830074,-13.649421051627568,2,1
0,1664908993.7513893,38.538099321676484,-121.79401778246239,-13.649295300880729,2,1
0,1664908993.8895087,38.53809932342341,-121.79401783755937,-13.650629991928124,2,1
0,1664908993.9568417,38.5380993121001,-121.79401786094927,-13.651203756801115,2,1
0,1664908994.085473,38.53809928779165,-121.79401786338593,-13.655599990304893,2,1
0,1664908994.154902,38.53809927209224,-121.79401788286512,-13.654576416741158,2,1
0,1664908994.2614958,38.53809925719481,-121.79401787037997,-13.65380490345595,2,1
0,1664908994.364973,38.53809925675125,-121.79401789121754,-13.653216620247155,2,1
0,1664908994.5068543,38.538099248004066,-121.79401790050207,-13.653037679620663,2,1
0,1664908994.5918276,38.538099259090735,-121.79401790628935,-13.653450409286561,2,1
0,1664908994.6854134,38.53809925111907,-121.79401793303107,-13.652850496287222,2,1
0,1664908994.7546477,38.5380992651204,-121.79401794284749,-13.653196290886205,2,1
0,1664908994.8598287,38.53809926541658,-121.79401795896791,-13.655931430582418,2,1
0,1664908994.9559314,38.53809927927677,-121.79401796499366,-13.659195287136116,2,1
0,1664908995.082236,38.5380992697522,-121.79401799362599,-13.657205285468876,2,1
0,1664908995.1608007,38.53809925942676,-121.79401800453651,-13.65607356897758,2,1
0,1664908995.2685258,38.53809923310788,-121.79401800954254,-13.658370300154816,2,1
0,1664908995.3658867,38.538099206701666,-121.79401803950209,-13.657826193903437,2,1
0,1664908995.5011585,38.5380991809612,-121.79401806129651,-13.65875832192243,2,1
0,1664908995.5743463,38.53809914486097,-121.79401810799637,-13.656501571068585,2,1
0,1664908995.6604571,38.53809914527197,-121.79401809898684,-13.660757161760024,2,1
0,1664908995.7555869,38.538099133080834,-121.79401812679127,-13.65845166532204,2,1
0,1664908995.8601084,38.53809910182443,-121.79401808987743,-13.656846063753965,2,1
0,1664908995.9631662,38.5380990902201,-121.79401808900982,-13.659360872572918,2,1
0,1664908996.0949855,38.53809909491343,-121.79401810558603,-13.65747917310509,2,1
0,1664908996.1621158,38.538099094947526,-121.79401809870079,-13.658213629091644,2,1
0,1664908996.252613,38.538099070254276,-121.79401811584508,-13.658807679692407,2,1
0,1664908996.3666437,38.53809906046107,-121.7940181051006,-13.659298904502219,2,1
0,1664908996.5092137,38.53809902591964,-121.79401811453144,-13.659808429811056,2,1
0,1664908996.561608,38.5380990248073,-121.79401810738806,-13.661940426040141,2,1
1,1664909019.659199,38.53815217919663,-121.79401803646243,-13.632380239870802,2,1
1,1664909019.7569966,38.53815216684034,-121.79401803528611,-13.631422491341302,2,1
1,1664909019.872795,38.538152154399505,-121.79401800967364,-13.630192192558798,2,1
1,1664909019.958472,38.538152153130135,-121.79401799072176,-13.631109297657785,2,1
1,1664909020.0908878,38.53815214477159,-121.79401798362905,-13.62991448085964,2,1
1,1664909020.1556933,38.538152134795425,-121.79401798599922,-13.629883119485546,2,1
1,1664909020.253162,38.538152132852424,-121.79401795359296,-13.63032167417279,2,1
1,1664909020.360647,38.53815213800543,-121.79401793797085,-13.629341410563107,2,1
1,1664909020.5127263,38.53815213681746,-121.79401793183249,-13.629255665235751,2,1
1,1664909020.5869954,38.53815215293097,-121.79401792879473,-13.630420428579825,2,1
1,1664909020.6945648,38.53815216583846,-121.79401793206877,-13.629543033897303,2,1
1,1664909020.7583776,38.53815216204082,-121.79401793692035,-13.630609515710738,2,1
1,1664909020.864297,38.53815212818685,-121.79401792152998,-13.631029016842433,2,1
1,1664909020.9561148,38.53815211972666,-121.79401792943563,-13.628166641995309,2,1
1,1664909021.0915256,38.538152114929666,-121.79401793837084,-13.628095535588313,2,1
1,1664909021.175554,38.53815211931356,-121.79401794736538,-13.629428723105963,2,1
1,1664909021.2522893,38.538152108606674,-121.7940179595257,-13.628276763082397,2,1
1,1664909021.3644662,38.53815209554655,-121.79401797382415,-13.628980120146329,2,1
1,1664909021.5134068,38.5381521001905,-121.7940179654458,-13.62869848067505,2,1
1,1664909021.5918217,38.53815210963041,-121.79401794080368,-13.627636502483158,2,1
1,1664909021.6661496,38.538152122340044,-121.79401795151178,-13.627374679786714,2,1
1,1664909021.756512,38.538152133904724,-121.79401796275047,-13.626722462180087,2,1
1,1664909021.8592281,38.53815211438305,-121.79401797178848,-13.627063675594805,2,1
1,1664909021.9644058,38.53815212126466,-121.79401796835981,-13.629767760874387,2,1
1,1664909022.086011,38.53815210304425,-121.79401794638493,-13.629091026374235,2,1
1,1664909022.158695,38.5381521160526,-121.79401792407741,-13.629199156966381,2,1
1,1664909022.2541547,38.53815210602441,-121.79401788955258,-13.628079763912176,2,1
1,1664909022.3598418,38.53815210766994,-121.79401787426701,-13.62935575121365,2,1
1,1664909022.5115242,38.538152103646695,-121.79401787449223,-13.625742703769303,2,1
1,1664909022.58521,38.53815211016912,-121.79401786256484,-13.624310883885563,2,1
2,1664909039.166758,38.53820796169665,-121.79401622683615,-13.611448954411024,2,1
2,1664909039.2551703,38.53820797337771,-121.79401621884935,-13.612021157188883,2,1
2,1664909039.3636014,38.53820798676852,-121.79401623279686,-13.61315317619149,2,1
2,1664909039.5138302,38.538207968575875,-121.794016219514,-13.613317245875,2,1
2,1664909039.5647657,38.53820795679899,-121.79401622258999,-13.61342465234497,2,1
2,1664909039.6636305,38.53820794089389,-121.7940162357074,-13.612850527304188,2,1
2,1664909039.760528,38.538207933223426,-121.79401624720468,-13.610949280064577,2,1
2,1664909039.862139,38.53820791145175,-121.79401624347824,-13.613684827661372,2,1
2,1664909039.9779897,38.53820789362298,-121.79401621243588,-13.609490254776428,2,1
2,1664909040.0546422,38.538207904671154,-121.79401620142326,-13.60735000264109,2,1
2,1664909040.1621163,38.53820791236133,-121.79401620164394,-13.607836484809596,2,1
2,1664909040.255841,38.5382079193272,-121.79401620111136,-13.608404746604554,2,1
2,1664909040.3568096,38.538207909889586,-121.7940162278594,-13.60702275286029,2,1
2,1664909040.5168624,38.53820790107523,-121.79401622977933,-13.608003862811575,2,1
2,1664909040.5956604,38.538207921814184,-121.7940162294609,-13.607639186028468,2,1
2,1664909040.686734,38.53820793165983,-121.79401620511327,-13.60812577158034,2,1
2,1664909040.753849,38.53820795360206,-121.79401621471925,-13.608769722891882,2,1
2,1664909040.8596866,38.538207932737265,-121.7940161936423,-13.613662482925092,2,1
2,1664909040.9770334,38.53820790426235,-121.79401618544622,-13.615448685101684,2,1
2,1664909041.0497346,38.53820788813593,-121.79401620447655,-13.614369311454283,2,1
2,1664909041.1636398,38.538207881360265,-121.79401621987745,-13.614912034423407,2,1
2,1664909041.2536004,38.538207865334385,-121.79401623200484,-13.614520097457554,2,1
2,1664909041.3593903,38.53820782803189,-121.79401625811167,-13.615169085087514,2,1
2,1664909041.5179906,38.538207812128746,-121.79401625845547,-13.61429338643717,2,1
2,1664909041.5983038,38.53820781143358,-121.7940162315648,-13.61397545633133,2,1
2,1664909041.659176,38.53820783426346,-121.79401624594075,-13.611521880205158,2,1
2,1664909041.757206,38.53820783971105,-121.79401624082286,-13.612667377499498,2,1
