seq,time,num_sat,rtk_mode_fix,fix_mode
0,1664908993.6595993,39,True,FIXED_RTK
0,1664908993.7521863,39,True,FIXED_RTK
0,1664908993.8904545,39,True,FIXED_RTK
0,1664908993.9581342,39,True,FIXED_RTK
0,1664908994.0808485,39,True,FIXED_RTK
0,1664908994.0864322,39,True,FIXED_RTK
0,1664908994.155281,39,True,FIXED_RTK
0,1664908994.2635033,39,True,FIXED_RTK
0,1664908994.3663304,39,True,FIXED_RTK
0,1664908994.5077207,39,True,FIXED_RTK
0,1664908994.5898747,39,True,FIXED_RTK
0,1664908994.592169,39,True,FIXED_RTK
0,1664908994.6310353,39,True,FIXED_RTK
0,1664908994.6874084,39,True,FIXED_RTK
0,1664908994.75556,39,True,FIXED_RTK
0,1664908994.8611639,39,True,FIXED_RTK
0,1664908994.9576402,39,True,FIXED_RTK
0,1664908995.0812492,39,True,FIXED_RTK
0,1664908995.0825098,39,True,FIXED_RTK
0,1664908995.1616542,39,True,FIXED_RTK
0,1664908995.2700412,39,True,FIXED_RTK
0,1664908995.366806,39,True,FIXED_RTK
0,1664908995.5016963,39,True,FIXED_RTK
0,1664908995.569896,39,True,FIXED_RTK
0,1664908995.5753684,39,True,FIXED_RTK
0,1664908995.6122088,39,True,FIXED_RTK
0,1664908995.6621802,39,True,FIXED_RTK
0,1664908995.7576435,39,True,FIXED_RTK
0,1664908995.8611274,39,True,FIXED_RTK
0,1664908995.9643292,39,True,FIXED_RTK
0,1664908996.0897446,39,True,FIXED_RTK
0,1664908996.0963778,39,True,FIXED_RTK
0,1664908996.1630194,39,True,FIXED_RTK
0,1664908996.252932,39,True,FIXED_RTK
0,1664908996.3675513,39,True,FIXED_RTK
0,1664908996.510102,39,True,FIXED_RTK
0,1664908996.559913,39,True,FIXED_RTK
0,1664908996.5619135,39,True,FIXED_RTK
1,1664909019.657871,39,True,FIXED_RTK
1,1664909019.6596465,39,True,FIXED_RTK
1,1664909019.7585084,39,True,FIXED_RTK
1,1664909019.8745277,39,True,FIXED_RTK
1,1664909019.9589894,39,True,FIXED_RTK
1,1664909020.0867326,39,True,FIXED_RTK
1,1664909020.0917938,39,True,FIXED_RTK
1,1664909020.1563904,39,True,FIXED_RTK
1,1664909020.253744,39,True,FIXED_RTK
1,1664909020.3616083,39,True,FIXED_RTK
1,1664909020.5138214,39,True,FIXED_RTK
1,1664909020.58469,39,True,FIXED_RTK
1,1664909020.5874143,39,True,FIXED_RTK
1,1664909020.6484087,39,True,FIXED_RTK
1,1664909020.6954198,39,True,FIXED_RTK
1,1664909020.7590957,39,True,FIXED_RTK
1,1664909020.865427,39,True,FIXED_RTK
1,1664909020.957113,39,True,FIXED_RTK
1,1664909021.0866842,39,True,FIXED_RTK
1,1664909021.0923736,39,True,FIXED_RTK
1,1664909021.1764627,39,True,FIXED_RTK
1,1664909021.2533252,39,True,FIXED_RTK
1,1664909021.3653991,39,True,FIXED_RTK
1,1664909021.513929,39,True,FIXED_RTK
1,1664909021.5879927,39,True,FIXED_RTK
1,1664909021.5926569,39,True,FIXED_RTK
1,1664909021.6619627,39,True,FIXED_RTK
1,1664909021.6669712,39,True,FIXED_RTK
1,1664909021.7572007,39,True,FIXED_RTK
1,1664909021.860128,39,True,FIXED_RTK
1,1664909021.9655437,39,True,FIXED_RTK
1,1664909022.0819142,39,True,FIXED_RTK
1,1664909022.0876253,39,True,FIXED_RTK
1,1664909022.159033,39,True,FIXED_RTK
1,1664909022.2562683,39,True,FIXED_RTK
1,1664909022.3613133,39,True,FIXED_RTK
1,1664909022.5121915,39,True,FIXED_RTK
1,1664909022.580627,39,True,FIXED_RTK
1,1664909022.5861197,39,True,FIXED_RTK
2,1664909039.167747,39,True,FIXED_RTK
2,1664909039.2565095,39,True,FIXED_RTK
2,1664909039.364556,39,True,FIXED_RTK
2,1664909039.5150602,39,True,FIXED_RTK
2,1664909039.5625646,39,True,FIXED_RTK
2,1664909039.5659978,39,True,FIXED_RTK
2,1664909039.6252227,39,True,FIXED_RTK
2,1664909039.6646414,39,True,FIXED_RTK
2,1664909039.7620313,39,True,FIXED_RTK
2,1664909039.8634117,39,True,FIXED_RTK
2,1664909039.978704,39,True,FIXED_RTK
2,1664909040.007314,39,True,FIXED_RTK
2,1664909040.0553083,39,True,FIXED_RTK
2,1664909040.1635983,39,True,FIXED_RTK
2,1664909040.2568028,39,True,FIXED_RTK
2,1664909040.3577654,39,True,FIXED_RTK
2,1664909040.5179155,39,True,FIXED_RTK
2,1664909040.5658174,39,True,FIXED_RTK
2,1664909040.5964274,39,True,FIXED_RTK
2,1664909040.6411572,39,True,FIXED_RTK
2,1664909040.687906,39,True,FIXED_RTK
2,1664909040.7548187,39,True,FIXED_RTK
2,1664909040.8605564,39,True,FIXED_RTK
2,1664909040.9785705,39,True,FIXED_RTK
2,1664909041.0114472,39,True,FIXED_RTK
2,1664909041.050819,39,True,FIXED_RTK
2,1664909041.1646552,39,True,FIXED_RTK
2,1664909041.2544515,39,True,FIXED_RTK
2,1664909041.3608444,39,True,FIXED_RTK
2,1664909041.5193133,39,True,FIXED_RTK
2,1664909041.5732155,39,True,FIXED_RTK
2,1664909041.5992854,39,True,FIXED_RTK
2,1664909041.6359613,39,True,FIXED_RTK
2,1664909041.6601064,39,True,FIXED_RTK
2,1664909041.7582939,39,True,FIXED_RTK
2,1664909041.8600187,39,True,FIXED_RTK
2,1664909041.9790883,39,True,FIXED_RTK
2,1664909042.0102794,39,True,FIXED_RTK
2,1664909042.0508804,39,True,FIXED_RTK
3,1664909067.6660945,39,True,FIXED_RTK
3,1664909067.7608597,39,True,FIXED_RTK
3,1664909067.8633964,39,True,FIXED_RTK
3,1664909067.9913614,39,True,FIXED_RTK
3,1664909067.9948184,39,True,FIXED_RTK
3,1664909068.0595255,39,True,FIXED_RTK
3,1664909068.1666803,39,True,FIXED_RTK
3,1664909068.2577517,39,True,FIXED_RTK
3,1664909068.3686242,39,True,FIXED_RTK
3,1664909068.5246756,39,True,FIXED_RTK
3,1664909068.5447135,39,True,FIXED_RTK
3,1664909068.587578,39,True,FIXED_RTK
3,1664909068.6319366,39,True,FIXED_RTK
3,1664909068.6824696,39,True,FIXED_RTK
3,1664909068.7549324,39,True,FIXED_RTK
3,1664909068.8593173,39,True,FIXED_RTK
3,1664909068.98848,39,True,FIXED_RTK
3,1664909068.9930878,39,True,FIXED_RTK
3,1664909069.0577888,39,True,FIXED_RTK
3,1664909069.1660035,39,True,FIXED_RTK
3,1664909069.2570033,39,True,FIXED_RTK
3,1664909069.3675482,39,True,FIXED_RTK
3,1664909069.5331285,39,True,FIXED_RTK
3,1664909069.5567462,39,True,FIXED_RTK
